id,rank,Internal distribution note,Designation
96226,SPECIES,Previous distributions for Burundi deleted as part of CMS project 9612 in 2025-2026.,CMS
95240,SPECIES,"Previous distributions for Qatar, Saudi Arabia, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96035,SPECIES,"Previous distributions for Gibraltar (United Kingdom), Morocco, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
96214,SPECIES,Previous distributions for Niger deleted as part of CMS project 9612 in 2025-2026.,CMS
11576,SPECIES,"Previous distributions for Bahrain, Belarus, Belgium, Brunei Darussalam, Cyprus, Czech Republic, Denmark, Egypt, Estonia, France, Germany, Greece, Iran (Islamic Republic of), Ireland, Israel, Italy, Jordan, Kyrgyzstan, Latvia, Macao, SAR, Malta, Netherlands, Norway, Oman, Philippines, Poland, Portugal, Saudi Arabia, Spain, Sweden, Syrian Arab Republic, Türkiye, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11315,SPECIES,Previous distributions for Iraq deleted as part of CMS project 9612 in 2025-2026.,CMS
11620,SPECIES,"Previous distributions for France, Gibraltar (United Kingdom), Greenland, Ireland, Italy, Norway, Portugal, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
94481,SPECIES,"Previous distributions for Belgium, Cameroon, Comoros, Denmark, Faroe Islands, Finland, Ireland, Lesotho, Luxembourg, Mauritania, Netherlands, Niger, Nigeria, Norway, Pakistan, Portugal, Seychelles, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95081,SPECIES,"Previous distributions for Bangladesh, Nepal, Pakistan deleted as part of CMS project 9612 in 2025-2026.",CMS
96828,SPECIES,"Previous distributions for Japan, Russian Federation deleted as part of CMS project 9612 in 2025-2026.",CMS
11496,SPECIES,"Previous distributions for Afghanistan, Bangladesh, Belgium, Brunei Darussalam, Cambodia, China, Democratic People's Republic of Korea, Egypt, France, Germany, Hong Kong, SAR, Indonesia, Ireland, Israel, Japan, Kyrgyzstan, Lao People's Democratic Republic, Malaysia, Mongolia, Myanmar, Nepal, Netherlands, Norway, Poland, Republic of Korea, Russian Federation, Singapore, Sri Lanka, Thailand, United Kingdom of Great Britain and Northern Ireland, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11766,SPECIES,"Previous distributions for Australia, China, Democratic People's Republic of Korea, Denmark, France, Indonesia, Japan, Mongolia, Papua New Guinea, Philippines, Republic of Korea, Russian Federation, Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
11524,SPECIES,"Previous distributions for Belgium, Botswana, Cyprus, Democratic Republic of the Congo, Former Serbia and Montenegro, France, Lebanon, Malta, Mozambique, Namibia, Netherlands, Norway, Oman, Portugal, Somalia, Spain, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Switzerland, Uganda, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12047,SPECIES,"Previous distributions for Belgium, Denmark, Finland, France, Germany, Hong Kong, SAR, Kazakhstan, Netherlands, Norway, Palau, Svalbard and Jan Mayen Islands, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12077,SPECIES,"Previous distributions for Chad, Former Serbia and Montenegro, Gibraltar (United Kingdom), Ireland, Kenya, Kyrgyzstan, Luxembourg, Norway, Oman, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
95106,SPECIES,Previous distributions for Tajikistan deleted as part of CMS project 9612 in 2025-2026.,CMS
11384,SPECIES,"Previous distributions for Cabo Verde, Ethiopia, Former Serbia and Montenegro, Ghana, Iceland, Israel, Kenya, Lebanon, Liberia, Malta, Nepal, Sierra Leone, Sudan [prior to secession of South Sudan], Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11755,SPECIES,"Previous distributions for Brunei Darussalam, China, Hong Kong, SAR, Indonesia, Japan, Malaysia, Philippines, Republic of Korea, Russian Federation deleted as part of CMS project 9612 in 2025-2026.",CMS
11924,SPECIES,"Previous distributions for China, Democratic People's Republic of Korea, Hong Kong, SAR, Japan, Republic of Korea, Russian Federation deleted as part of CMS project 9612 in 2025-2026.",CMS
94872,SPECIES,"Previous distributions for China, Japan, Mongolia, Republic of Korea, Russian Federation deleted as part of CMS project 9612 in 2025-2026.",CMS
12121,SPECIES,Previous distributions for New Zealand deleted as part of CMS project 9612 in 2025-2026.,CMS
11849,SPECIES,Previous distributions for New Zealand deleted as part of CMS project 9612 in 2025-2026.,CMS
95805,SPECIES,Previous distributions for Maldives deleted as part of CMS project 9612 in 2025-2026.,CMS
11786,SPECIES,"Previous distributions for Brunei Darussalam, Cambodia, Democratic People's Republic of Korea, Indonesia, Kyrgyzstan, Lao People's Democratic Republic, Malaysia, Maldives, Russian Federation, Singapore, Thailand, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
95675,SPECIES,"Previous distributions for Rwanda, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
95674,SPECIES,"Previous distributions for Bhutan, Cabo Verde, Cameroon, Côte d'Ivoire, Iceland, Ireland, Liberia, Liechtenstein, Nepal, Norway, Sri Lanka, Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
95722,SPECIES,"Previous distributions for Albania, Australia, Belgium, Bosnia and Herzegovina, Congo, Croatia, Faroe Islands, Gabon, Gibraltar (United Kingdom), Guinea, Guinea Bissau, Hungary, Iceland, Ireland, Liechtenstein, Luxembourg, Maldives, Micronesia (Federated States of), Netherlands, Niger, North Macedonia, Palau, South Africa, Sri Lanka, Switzerland, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96750,SPECIES,Previous distributions for Paraguay deleted as part of CMS project 9612 in 2025-2026.,CMS
96503,SPECIES,"Previous distributions for Bahrain, Belgium, Denmark, Finland, France, Israel, Japan, Kuwait, Netherlands, Oman, Republic of Korea, Thailand, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96444,SPECIES,"Previous distributions for Finland, France, Hong Kong, SAR, Iceland, Jordan, Mongolia, Norway, Poland, Sweden, United Kingdom of Great Britain and Northern Ireland, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
96098,SPECIES,"Previous distributions for Bahrain, Brunei Darussalam, Denmark, Faroe Islands, Finland, France, Germany, Iran (Islamic Republic of), Ireland, Israel, Jordan, Kazakhstan, Malta, Mexico, Netherlands, Norway, Pakistan, Poland, Portugal, Spain, Sri Lanka, Sweden, Türkiye, United Kingdom of Great Britain and Northern Ireland, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
96367,SPECIES,"Previous distributions for Croatia, Czech Republic, Gibraltar (United Kingdom), Montenegro, Serbia, Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
95074,SPECIES,"Previous distributions for China, India, Oman deleted as part of CMS project 9612 in 2025-2026.",CMS
96722,SPECIES,"Previous distributions for Afghanistan, Belgium, Bulgaria, Congo, Czech Republic, Finland, France, Germany, Greece, Ireland, Latvia, Lebanon, Luxembourg, Malta, Montenegro, Netherlands, Norway, Pakistan, Poland, Qatar, Serbia, Spain, Sweden, Switzerland, Syrian Arab Republic, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
95562,SPECIES,"Previous distributions for Afghanistan, Bermuda (United Kingdom), Bhutan, Colombia, Costa Rica, Democratic People's Republic of Korea, Egypt, Germany, Greenland, Iceland, Ireland, Israel, Italy, Jamaica, Myanmar, Nepal, Oman, Syrian Arab Republic, Thailand, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
96653,SPECIES,"Previous distributions for Belarus, Gibraltar (United Kingdom), Latvia deleted as part of CMS project 9612 in 2025-2026.",CMS
96453,SPECIES,"Previous distributions for Bangladesh, Bhutan, Cabo Verde, Comoros, Iceland, Japan, Maldives, Myanmar, Namibia, Republic of Korea, Svalbard and Jan Mayen Islands, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
96593,SPECIES,"Previous distributions for Maldives, Oman deleted as part of CMS project 9612 in 2025-2026.",CMS
95952,SPECIES,"Previous distributions for Australia, Brunei Darussalam, Burundi, Canada, Comoros, Gabon, Northern Mariana Islands, Palau, Saint Pierre and Miquelon, Seychelles, Togo, Trinidad and Tobago, United Republic of Tanzania deleted as part of CMS project 9612 in 2025-2026.",CMS
95819,SPECIES,"Previous distributions for Australia, Belarus, Botswana, Cameroon, Canada, Guam, Maldives, Micronesia (Federated States of), Namibia, Niger, Northern Mariana Islands, Palau, Senegal, Seychelles, South Africa, United States of America, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
95464,SPECIES,"Previous distributions for Australia, Belgium, Bhutan, Bulgaria, Cyprus, Czech Republic, Denmark, Ethiopia, France, Greece, Hong Kong, SAR, Hungary, Iceland, Ireland, Italy, Japan, Lebanon, Malawi, Montenegro, Morocco, Netherlands, Norway, Republic of Korea, Romania, Senegal, Serbia, Seychelles, Singapore, South Africa, Spain, Sri Lanka, Sweden, Taiwan, Province of China, United Kingdom of Great Britain and Northern Ireland, United States of America, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
96264,SPECIES,"Previous distributions for Cabo Verde, Comoros, Faroe Islands, Iceland, Maldives, Seychelles, Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
96051,SPECIES,"Previous distributions for Comoros, Maldives deleted as part of CMS project 9612 in 2025-2026.",CMS
96181,SPECIES,"Previous distributions for Oman, South Africa, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
95650,SPECIES,Previous distributions for Mauritania deleted as part of CMS project 9612 in 2025-2026.,CMS
95761,SPECIES,"Previous distributions for Brunei Darussalam, Canada, Denmark, Egypt, Finland, Germany, Iceland, Italy, Malaysia, Palau, Sweden, United Kingdom of Great Britain and Northern Ireland, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
95078,SPECIES,"Previous distributions for Bangladesh, Myanmar deleted as part of CMS project 9612 in 2025-2026.",CMS
11414,SPECIES,"Previous distributions for Benin, China, Democratic Republic of the Congo, France, Gambia, Germany, Hungary, Ireland, Kyrgyzstan, Malawi, Norway, Romania, Sri Lanka, Sudan [prior to secession of South Sudan], Switzerland, Uganda, Ukraine, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania deleted as part of CMS project 9612 in 2025-2026.",CMS
95456,SPECIES,"Previous distributions for Bahrain, Egypt, Jordan, Kuwait, Oman, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
95980,SPECIES,"Previous distributions for Botswana, Cameroon, Namibia deleted as part of CMS project 9612 in 2025-2026.",CMS
95916,SPECIES,"Previous distributions for Afghanistan, Albania, Algeria, Austria, Azerbaijan, Bahrain, Belarus, Bhutan, Bosnia and Herzegovina, Burkina Faso, Cambodia, Canada, Chad, China, Côte d'Ivoire, Egypt, Eritrea, Faroe Islands, France, Gambia, Georgia, Ghana, Gibraltar (United Kingdom), Greece, Hong Kong, SAR, Iceland, Iran (Islamic Republic of), Ireland, Israel, Italy, Japan, Jordan, Kuwait, Kyrgyzstan, Lao People's Democratic Republic, Lebanon, Libya, Lithuania, Mali, Malta, Mauritania, Mongolia, Montenegro, Morocco, Myanmar, Nepal, Niger, Nigeria, Oman, Pakistan, Poland, Portugal, Qatar, Republic of Korea, Romania, Russian Federation, Senegal, Slovakia, Sri Lanka, State of Palestine, Sudan, Taiwan, Province of China, Tajikistan, Thailand, Tunisia, Turkmenistan, Türkiye, United Kingdom of Great Britain and Northern Ireland, United States of America, Viet Nam, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
95085,SPECIES,"Previous distributions for Indonesia, Malaysia, Thailand deleted as part of CMS project 9612 in 2025-2026.",CMS
11632,SPECIES,"Previous distributions for Australia, Christmas Island, Oman, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
95415,SPECIES,"Previous distributions for Brunei Darussalam, Cambodia, China, Lao People's Democratic Republic, Malaysia, Myanmar, Thailand, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
12026,SPECIES,"Previous distributions for Cambodia, Hong Kong, SAR, Malaysia, Singapore deleted as part of CMS project 9612 in 2025-2026.",CMS
95876,SPECIES,"Previous distributions for Hong Kong, SAR deleted as part of CMS project 9612 in 2025-2026.",CMS
11829,SPECIES,"Previous distributions for Afghanistan, Former Serbia and Montenegro, Iceland, Japan, Mauritania, Oman, Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
94876,SPECIES,Previous distributions for Iran (Islamic Republic of) deleted as part of CMS project 9612 in 2025-2026.,CMS
94877,SPECIES,"Previous distributions for Brunei Darussalam, Philippines, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11327,SPECIES,"Previous distributions for Angola, Azerbaijan, Belgium, Finland, Former Serbia and Montenegro, Kazakhstan, Kenya, Latvia, Liechtenstein, Luxembourg, Mauritania, Morocco, Netherlands, Niger, Norway, Portugal, Saudi Arabia, Spain, Sudan [prior to secession of South Sudan], United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania deleted as part of CMS project 9612 in 2025-2026.",CMS
96698,SPECIES,Previous distributions for Cambodia deleted as part of CMS project 9612 in 2025-2026.,CMS
96005,SPECIES,Previous distributions for Cambodia deleted as part of CMS project 9612 in 2025-2026.,CMS
11771,SPECIES,"Previous distributions for Angola, Azerbaijan, Cabo Verde, Former Serbia and Montenegro, Iceland, Japan, Kenya, Niger, Sudan [prior to secession of South Sudan], Tajikistan deleted as part of CMS project 9612 in 2025-2026.",CMS
11579,SPECIES,Previous distributions for Japan deleted as part of CMS project 9612 in 2025-2026.,CMS
12129,SPECIES,"Previous distributions for Australia, Democratic People's Republic of Korea, Macao, SAR, Singapore, Thailand, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11630,SPECIES,"Previous distributions for Bangladesh, Bhutan, Brunei Darussalam, Cambodia, China, Democratic People's Republic of Korea, Faroe Islands, Former Serbia and Montenegro, Hong Kong, SAR, Iceland, Ireland, Japan, Kyrgyzstan, Lao People's Democratic Republic, Malaysia, Mongolia, Myanmar, Nepal, Philippines, Republic of Korea, Sudan [prior to secession of South Sudan], Taiwan, Province of China, Tajikistan, Thailand, Uzbekistan, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
95496,SPECIES,Previous distributions for Kazakhstan deleted as part of CMS project 9612 in 2025-2026.,CMS
12073,SPECIES,"Previous distributions for Algeria, Croatia, France, Italy, Lebanon, Malta, Morocco, Somalia, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12110,SPECIES,"Previous distributions for Hong Kong, SAR deleted as part of CMS project 9612 in 2025-2026.",CMS
11321,SPECIES,Previous distributions for Bhutan deleted as part of CMS project 9612 in 2025-2026.,CMS
11959,SPECIES,Previous distributions for Bangladesh deleted as part of CMS project 9612 in 2025-2026.,CMS
11874,SPECIES,"Previous distributions for Brunei Darussalam, Japan deleted as part of CMS project 9612 in 2025-2026.",CMS
