cites_name,cites_taxon_code,speciesplusid,speciesplusname,rank
Skeptrostachys congestiflora,7194.02,19377,Skeptrostachys congestiflora,SPECIES
Skeptrostachys disoides,7194.03,14597,Skeptrostachys disoides,SPECIES
Skeptrostachys gigantea,7194.035,24252,Skeptrostachys gigantea,SPECIES
Skeptrostachys latipetala,7194.04,23744,Skeptrostachys latipetala,SPECIES
Skeptrostachys montevidensis,7194.045,20557,Skeptrostachys montevidensis,SPECIES
Skeptrostachys paraguayensis,7194.05,25270,Skeptrostachys paraguayensis,SPECIES
Skeptrostachys paranahybae,7194.055,24818,Skeptrostachys paranahybae,SPECIES
Skeptrostachys rupestris,7194.06,26446,Skeptrostachys rupestris,SPECIES
Sminthopsis longicaudata,10.1,8373,Sminthopsis longicaudata,SPECIES
Sminthopsis psammophila,10.2,5227,Sminthopsis psammophila,SPECIES
Smithorchis calceoliformis,7195.1,28251,Smithorchis calceoliformis,SPECIES
Smithsonia viridiflora,7196.3,20947,Smithsonia viridiflora,SPECIES
Smitinandia micrantha,7197.3,26562,Smitinandia micrantha,SPECIES
Sobennikoffia robusta,7198.3,19426,Sobennikoffia robusta,SPECIES
Sobralia allenii,7199.1,18486,Sobralia allenii,SPECIES
Sobralia amabilis,7199.2,14285,Sobralia amabilis,SPECIES
Sobralia atropubescens,7199.5,22893,Sobralia atropubescens,SPECIES
Sobralia atrorubens,7199.52,14549,Sobralia atrorubens,SPECIES
Sobralia bletiae,7199.58,14689,Sobralia bletiae,SPECIES
Sobralia bouchei,7199.6,22778,Sobralia bouchei,SPECIES
Sobralia bradeorum,7199.7,24087,Sobralia bradeorum,SPECIES
Sobralia callosa,7199.8,25534,Sobralia callosa,SPECIES
Sobralia chatoensis,7200.1,20114,Sobralia chatoensis,SPECIES
Sobralia citrina,7200.15,53069,Sobralia citrina,SPECIES
Sobralia corazoi,7200.2,16565,Sobralia corazoi,SPECIES
Sobralia fenzliana,7200.5,29385,Sobralia fenzliana,SPECIES
Sobralia helleri,7200.8,25628,Sobralia helleri,SPECIES
Sobralia labiata,7200.9,14262,Sobralia labiata,SPECIES
Sobralia lepida,7201,18969,Sobralia lepida,SPECIES
Sobralia leucoxantha,7201.1,24913,Sobralia leucoxantha,SPECIES
Sobralia lindleyana,7201.4,22655,Sobralia lindleyana,SPECIES
Sobralia macra,7201.55,29233,Sobralia macra,SPECIES
Sobralia macrophylla,7201.7,15790,Sobralia macrophylla,SPECIES
Sobralia mucronata,7201.9,27878,Sobralia mucronata,SPECIES
Sobralia neglecta,7202,17600,Sobralia neglecta,SPECIES
Sobralia pfavii,7202.4,15441,Sobralia pfavii,SPECIES
Sobralia suaveolens,7202.9,24145,Sobralia suaveolens,SPECIES
Sobralia triandra,7203,29055,Sobralia triandra,SPECIES
Sobralia undatocarinata,7203.05,27434,Sobralia undatocarinata,SPECIES
Sobralia valida,7203.1,16766,Sobralia valida,SPECIES
Sobralia warscewiczii,7203.27,21228,Sobralia warscewiczii,SPECIES
Sobralia wercklei,7203.28,14033,Sobralia wercklei,SPECIES
Sobralia xantholeuca,7203.3,24840,Sobralia xantholeuca,SPECIES
Soehrensia bruchii,4837.2,47227,Soehrensia bruchii,SPECIES
Soehrensia formosa,4837.3,47506,Soehrensia formosa,SPECIES
Soehrensia grandis,4837.4,53354,Soehrensia grandis,SPECIES
Soehrensia korethroides,4837.5,42243,Soehrensia korethroides,SPECIES
Soehrensia uebelmanniana,4837.6,46163,Soehrensia uebelmanniana,SPECIES
Solanum sylvestre,7540.1,27367,Solanum sylvestre,SPECIES
Solenangis aphylla,7205.1,19884,Solenangis aphylla,SPECIES
Solenangis clavata,7205.2,29224,Solenangis clavata,SPECIES
Solenangis conica,7205.23,17496,Solenangis conica,SPECIES
Solenangis cornuta,7205.25,26154,Solenangis cornuta,SPECIES
Solenangis scandens,7205.3,29163,Solenangis scandens,SPECIES
Solenangis wakefieldii,7205.35,24453,Solenangis wakefieldii,SPECIES
Solenastrea bournonii,3381.1,9724,Solenastrea bournonii,SPECIES
Solenastrea hyades,3381.2,5228,Solenastrea hyades,SPECIES
Solenocentrum costaricense,7207.1,16434,Solenocentrum costaricense,SPECIES
Solenosmilia variabilis,3559.1,5040,Solenosmilia variabilis,SPECIES
Solisia pectinata,4838.1,43487,Solisia pectinata,SPECIES
Sophronia cernua,7207.5,44998,Sophronia cernua,SPECIES
Sophronitella violacea,7208.8,14120,Sophronitella violacea,SPECIES
Sophronitis acuensis,7209.1,28311,Sophronitis acuensis,SPECIES
Sophronitis australis,7209.25,44104,Sophronitis australis,SPECIES
Sophronitis bicolor,7209.27,27548,Sophronitis bicolor,SPECIES
Sophronitis brevipedunculata,7209.3,17861,Sophronitis brevipedunculata,SPECIES
Sophronitis cernua,7209.4,26188,Sophronitis cernua,SPECIES
Sophronitis coccinea,7209.5,16418,Sophronitis coccinea,SPECIES
Sophronitis grandiflora,7209.6,49193,Sophronitis grandiflora,SPECIES
Sophronitis hoffmannseggii,7209.65,51188,Sophronitis hoffmannseggii,SPECIES
Sophronitis hybrid,7209.05,55554,Sophronitis hybrid,SPECIES
Sophronitis lowii,7209.75,49764,Sophronitis lowii,SPECIES
Sophronitis mantiqueirae,7209.8,19314,Sophronitis mantiqueirae,SPECIES
Sophronitis militaris,7209.9,45993,Sophronitis militaris,SPECIES
Sophronitis modesta,7210,48253,Sophronitis modesta,SPECIES
Sophronitis nutans,7210.1,40199,Sophronitis nutans,SPECIES
Sophronitis pterocarpa,7210.3,26953,Sophronitis pterocarpa,SPECIES
Sophronitis purpurea,7210.45,48722,Sophronitis purpurea,SPECIES
Sophronitis pygmaea,7210.5,27165,Sophronitis pygmaea,SPECIES
Sophronitis rosea,7210.6,48854,Sophronitis rosea,SPECIES
Sophronitis rossiteriana,7210.61,41144,Sophronitis rossiteriana,SPECIES
Sophronitis rupestris,7210.62,40637,Sophronitis rupestris,SPECIES
Sophronitis violacea,7210.7,45937,Sophronitis violacea,SPECIES
Sophronitis wittigiana,7210.8,24630,Sophronitis wittigiana,SPECIES
Sotalia fluviatilis,523.1,4962,Sotalia fluviatilis,SPECIES
Sotalia guianensis,523.2,10624,Sotalia guianensis,SPECIES
Soterosanthus shepheardii,7210.97,27968,Soterosanthus shepheardii,SPECIES
Sousa chinensis,524.1,8824,Sousa chinensis,SPECIES
Sousa teuszii,524.2,5245,Sousa teuszii,SPECIES
Spathoglottis affinis,7212.1,20473,Spathoglottis affinis,SPECIES
Spathoglottis aurea,7212.3,17108,Spathoglottis aurea,SPECIES
Spathoglottis confusa,7212.45,26097,Spathoglottis confusa,SPECIES
Spathoglottis fortunei,7212.7,27876,Spathoglottis fortunei,SPECIES
Spathoglottis hybrid,7212.05,55427,Spathoglottis hybrid,SPECIES
Spathoglottis kimballiana,7213,28839,Spathoglottis kimballiana,SPECIES
Spathoglottis pacifica,7213.3,13943,Spathoglottis pacifica,SPECIES
Spathoglottis paulinae,7213.6,23790,Spathoglottis paulinae,SPECIES
Spathoglottis plicata,7213.7,22156,Spathoglottis plicata,SPECIES
Spathoglottis pubescens,7213.9,28765,Spathoglottis pubescens,SPECIES
Spathoglottis unguiculata,7214.25,22974,Spathoglottis unguiculata,SPECIES
Specklinia graminea,7216.3,49442,Specklinia graminea,SPECIES
Specklinia microphylla,7216.42,13712,Specklinia microphylla,SPECIES
Speothos venaticus,575.1,7041,Speothos venaticus,SPECIES
Spermophaga haematina,1939.1,3999,Spermophaga haematina,SPECIES
Sphaeropteris atahuallpa,5041.1,43705,Sphaeropteris atahuallpa,SPECIES
Sphaeropteris aterrima,5041.2,22925,Sphaeropteris aterrima,SPECIES
Sphaeropteris bradei,5041.3,43615,Sphaeropteris bradei,SPECIES
Sphaeropteris brunei,5041.4,48716,Sphaeropteris brunei,SPECIES
Sphaeropteris cooperi,5041.5,16283,Sphaeropteris cooperi,SPECIES
Sphaeropteris cuatrecasasii,5041.6,22128,Sphaeropteris cuatrecasasii,SPECIES
Sphaeropteris cyatheoides,5041.7,52434,Sphaeropteris cyatheoides,SPECIES
Sphaeropteris dissimilis,5041.8,43891,Sphaeropteris dissimilis,SPECIES
Sphaeropteris elongata,5041.9,51107,Sphaeropteris elongata,SPECIES
Sphaeropteris gardneri,5042,52744,Sphaeropteris gardneri,SPECIES
Sphaeropteris hirsuta,5042.1,50054,Sphaeropteris hirsuta,SPECIES
Sphaeropteris horrida,5042.2,27201,Sphaeropteris horrida,SPECIES
Sphaeropteris insignis,5042.3,43007,Sphaeropteris insignis,SPECIES
Sphaeropteris intramarginalis,5042.4,50671,Sphaeropteris intramarginalis,SPECIES
Sphaeropteris lepifera,5042.5,16379,Sphaeropteris lepifera,SPECIES
Sphaeropteris lockwoodiana,5042.6,50333,Sphaeropteris lockwoodiana,SPECIES
Sphaeropteris macrocarpa,5042.7,46816,Sphaeropteris macrocarpa,SPECIES
Sphaeropteris macrosora,5042.8,53859,Sphaeropteris macrosora,SPECIES
Sphaeropteris marginalis,5042.9,44955,Sphaeropteris marginalis,SPECIES
Sphaeropteris myosuroides,5043,43092,Sphaeropteris myosuroides,SPECIES
Sphaeropteris parianensis,5043.1,43482,Sphaeropteris parianensis,SPECIES
Sphaeropteris quindiuensis,5043.2,21224,Sphaeropteris quindiuensis,SPECIES
Sphaeropteris rufescens,5043.3,18093,Sphaeropteris rufescens,SPECIES
Sphaeropteris senilis,5043.4,46251,Sphaeropteris senilis,SPECIES
Sphaeropteris sipapoensis,5043.5,52231,Sphaeropteris sipapoensis,SPECIES
Spheniscus demersus,1030.1,11043,Spheniscus demersus,SPECIES
Spheniscus humboldti,1030.2,9843,Spheniscus humboldti,SPECIES
Spheniscus hybrid,1030.05,55520,Spheniscus hybrid,SPECIES
Sphenodon guntheri,2240.05,3133,Sphenodon guntheri,SPECIES
Sphenodon punctatus,2240.1,8898,Sphenodon punctatus,SPECIES
Sphenotrochus andrewianus,3560.01,6465,Sphenotrochus andrewianus,SPECIES
Sphenotrochus aurantiacus,3560.02,4419,Sphenotrochus aurantiacus,SPECIES
Sphenotrochus auritus,3560.03,3268,Sphenotrochus auritus,SPECIES
Sphenotrochus evexicostatus,3560.05,9718,Sphenotrochus evexicostatus,SPECIES
Sphenotrochus excavatus,3560.07,4400,Sphenotrochus excavatus,SPECIES
Sphenotrochus gardineri,3560.08,3056,Sphenotrochus gardineri,SPECIES
Sphenotrochus gilchristi,3560.09,6531,Sphenotrochus gilchristi,SPECIES
Sphenotrochus hancocki,3560.1,9241,Sphenotrochus hancocki,SPECIES
Sphenotrochus imbricaticostatus,3560.2,10783,Sphenotrochus imbricaticostatus,SPECIES
Sphenotrochus lindstroemi,3560.25,7785,Sphenotrochus lindstroemi,SPECIES
Sphenotrochus ralphae,3560.3,8570,Sphenotrochus ralphae,SPECIES
Sphenotrochus squiresi,3560.4,6935,Sphenotrochus squiresi,SPECIES
Sphiggurus mexicanus,421.1,5368,Sphiggurus mexicanus,SPECIES
Sphiggurus spinosus,421.2,7122,Sphiggurus spinosus,SPECIES
Sphyrastylis cryptantha,7218.2,18378,Sphyrastylis cryptantha,SPECIES
Sphyrna lewini,2585.1,6544,Sphyrna lewini,SPECIES
Spilocuscus kraemeri,50.27,6401,Spilocuscus kraemeri,SPECIES
Spilocuscus maculatus,50.3,6082,Spilocuscus maculatus,SPECIES
Spilocuscus papuensis,50.35,8763,Spilocuscus papuensis,SPECIES
Spilornis cheela,1257.1,9540,Spilornis cheela,SPECIES
Spilornis elgini,1257.2,11069,Spilornis elgini,SPECIES
Spilornis holospilus,1257.3,37715,Spilornis holospilus,SPECIES
Spilornis kinabaluensis,1257.4,5795,Spilornis kinabaluensis,SPECIES
Spilornis klossi,1257.5,9998,Spilornis klossi,SPECIES
Spilornis minimus,1257.55,33714,Spilornis minimus,SPECIES
Spilornis rufipectus,1257.6,11142,Spilornis rufipectus,SPECIES
Spinophrynoides osgoodi,2524.1,31056,Spinophrynoides osgoodi,SPECIES
Spiranthes aestivalis,7220.2,24430,Spiranthes aestivalis,SPECIES
Spiranthes aurantiaca,7220.7,45121,Spiranthes aurantiaca,SPECIES
Spiranthes australis,7220.8,41537,Spiranthes australis,SPECIES
Spiranthes calcarata,7221.05,27866,Spiranthes calcarata,SPECIES
Spiranthes cranichoides,7221.8,21639,Spiranthes cranichoides,SPECIES
Spiranthes delitescens,7221.88,26115,Spiranthes delitescens,SPECIES
Spiranthes diluvialis,7222.05,19890,Spiranthes diluvialis,SPECIES
Spiranthes elata,7222.2,19593,Spiranthes elata,SPECIES
Spiranthes hybrid,7223.12,55542,Spiranthes hybrid,SPECIES
Spiranthes infernalis,7223.15,16061,Spiranthes infernalis,SPECIES
Spiranthes lanceolata,7223.5,44353,Spiranthes lanceolata,SPECIES
Spiranthes longilabris,7223.8,22876,Spiranthes longilabris,SPECIES
Spiranthes magnicamporum,7224.2,16715,Spiranthes magnicamporum,SPECIES
Spiranthes michuacana,7224.3,21162,Spiranthes michuacana,SPECIES
Spiranthes navarrensis,7224.5,48714,Spiranthes navarrensis,SPECIES
Spiranthes obliqua,7224.55,27141,Spiranthes obliqua,SPECIES
Spiranthes ochroleuca,7224.7,20006,Spiranthes ochroleuca,SPECIES
Spiranthes orchioides,7224.8,45755,Spiranthes orchioides,SPECIES
Spiranthes parasitica,7225.1,24617,Spiranthes parasitica,SPECIES
Spiranthes parksii,7225.2,16769,Spiranthes parksii,SPECIES
Spiranthes parviflora,7225.22,17568,Spiranthes parviflora,SPECIES
Spiranthes polyantha,7225.4,16243,Spiranthes polyantha,SPECIES
Spiranthes porrifolia,7225.5,29292,Spiranthes porrifolia,SPECIES
Spiranthes pubicaulis,7226,51884,Spiranthes pubicaulis,SPECIES
Spiranthes romanzoffiana,7226.3,14803,Spiranthes romanzoffiana,SPECIES
Spiranthes sinensis,7226.6,14562,Spiranthes sinensis,SPECIES
Spiranthes speciosa,7226.9,50621,Spiranthes speciosa,SPECIES
Spiranthes spiralis,7227,14023,Spiranthes spiralis,SPECIES
Spiranthes squamulosa,7227.1,24602,Spiranthes squamulosa,SPECIES
Spiranthes vomeracea,7228.05,20335,Spiranthes vomeracea,SPECIES
Spiranthes woodsonii,7228.2,29226,Spiranthes woodsonii,SPECIES
Spizaetus africanus,1258.1,9501,Spizaetus africanus,SPECIES
Spizaetus alboniger,1258.2,6347,Spizaetus alboniger,SPECIES
Spizaetus bartelsi,1258.3,3015,Spizaetus bartelsi,SPECIES
Spizaetus cirrhatus,1258.4,6751,Spizaetus cirrhatus,SPECIES
Spizaetus lanceolatus,1258.5,5868,Spizaetus lanceolatus,SPECIES
Spizaetus nanus,1258.6,10626,Spizaetus nanus,SPECIES
Spizaetus nipalensis,1258.7,3022,Spizaetus nipalensis,SPECIES
Spizaetus ornatus,1258.8,10877,Spizaetus ornatus,SPECIES
Spizaetus philippensis,1258.9,7253,Spizaetus philippensis,SPECIES
Spizaetus tyrannus,1259,8451,Spizaetus tyrannus,SPECIES
Spizastur melanoleucus,1260.1,8749,Spizastur melanoleucus,SPECIES
Spiziapteryx circumcincta,1295.1,3366,Spiziapteryx circumcincta,SPECIES
Sporadopora dichotoma,3731.1,7501,Sporadopora dichotoma,SPECIES
Sporadopora micropora,3731.2,5498,Sporadopora micropora,SPECIES
Sporadopora mortenseni,3731.3,5746,Sporadopora mortenseni,SPECIES
Sporophila falcirostris,1891.5,8612,Sporophila falcirostris,SPECIES
Sporophila frontalis,1891.6,6594,Sporophila frontalis,SPECIES
Sporophila hypochroma,1891.7,10021,Sporophila hypochroma,SPECIES
Sporophila palustris,1891.8,7978,Sporophila palustris,SPECIES
Sporopipes frontalis,1967.1,10599,Sporopipes frontalis,SPECIES
Stachyris whiteheadi,1865.3,7365,Stachyris whiteheadi,SPECIES
Stangeria eriopus,7551.1,14479,Stangeria eriopus,SPECIES
Stanhopea amoena,7230.2,46242,Stanhopea amoena,SPECIES
Stanhopea anfracta,7230.25,24623,Stanhopea anfracta,SPECIES
Stanhopea annulata,7230.3,17333,Stanhopea annulata,SPECIES
Stanhopea aurea,7230.5,46535,Stanhopea aurea,SPECIES
Stanhopea avicula,7230.55,26382,Stanhopea avicula,SPECIES
Stanhopea bucephalus,7230.8,42521,Stanhopea bucephalus,SPECIES
Stanhopea candida,7230.9,15391,Stanhopea candida,SPECIES
Stanhopea carchiensis,7230.95,19241,Stanhopea carchiensis,SPECIES
Stanhopea cirrhata,7231.1,14867,Stanhopea cirrhata,SPECIES
Stanhopea connata,7231.2,27662,Stanhopea connata,SPECIES
Stanhopea cymbiformis,7231.4,53689,Stanhopea cymbiformis,SPECIES
Stanhopea deltoidea,7231.5,26417,Stanhopea deltoidea,SPECIES
Stanhopea devoniensis,7231.6,44370,Stanhopea devoniensis,SPECIES
Stanhopea eburnea,7231.7,52696,Stanhopea eburnea,SPECIES
Stanhopea ecornuta,7231.8,14705,Stanhopea ecornuta,SPECIES
Stanhopea embreei,7231.9,16044,Stanhopea embreei,SPECIES
Stanhopea expansa,7232,48660,Stanhopea expansa,SPECIES
Stanhopea florida,7232.1,20738,Stanhopea florida,SPECIES
Stanhopea fregeana,7232.2,52635,Stanhopea fregeana,SPECIES
Stanhopea frymirei,7232.25,13966,Stanhopea frymirei,SPECIES
Stanhopea gibbosa,7232.3,20176,Stanhopea gibbosa,SPECIES
Stanhopea grandiflora,7232.5,23191,Stanhopea grandiflora,SPECIES
Stanhopea graveolens,7232.6,19632,Stanhopea graveolens,SPECIES
Stanhopea guttata,7232.7,40865,Stanhopea guttata,SPECIES
Stanhopea guttulata,7232.8,49516,Stanhopea guttulata,SPECIES
Stanhopea hernandezii,7233,26962,Stanhopea hernandezii,SPECIES
Stanhopea hoppii,7233.05,51370,Stanhopea hoppii,SPECIES
Stanhopea hybrid,7230.05,55449,Stanhopea hybrid,SPECIES
Stanhopea implicata,7233.1,45788,Stanhopea implicata,SPECIES
Stanhopea impressa,7233.15,23724,Stanhopea impressa,SPECIES
Stanhopea inodora,7233.17,21256,Stanhopea inodora,SPECIES
Stanhopea insignis,7233.2,18425,Stanhopea insignis,SPECIES
Stanhopea intermedia,7233.3,18894,Stanhopea intermedia,SPECIES
Stanhopea lewisae,7233.5,28919,Stanhopea lewisae,SPECIES
Stanhopea lietzei,7233.6,44743,Stanhopea lietzei,SPECIES
Stanhopea maculosa,7233.75,27847,Stanhopea maculosa,SPECIES
Stanhopea maduroi,7233.78,18862,Stanhopea maduroi,SPECIES
Stanhopea martiana,7233.8,23626,Stanhopea martiana,SPECIES
Stanhopea napoensis,7234,28798,Stanhopea napoensis,SPECIES
Stanhopea nigripes,7234.05,23937,Stanhopea nigripes,SPECIES
Stanhopea nigroviolacea,7234.1,28599,Stanhopea nigroviolacea,SPECIES
Stanhopea novogaliciana,7234.15,15012,Stanhopea novogaliciana,SPECIES
Stanhopea oculata,7234.2,21635,Stanhopea oculata,SPECIES
Stanhopea ospinae,7234.3,23340,Stanhopea ospinae,SPECIES
Stanhopea panamensis,7234.5,26338,Stanhopea panamensis,SPECIES
Stanhopea peruviana,7234.6,15053,Stanhopea peruviana,SPECIES
Stanhopea platyceras,7234.7,24726,Stanhopea platyceras,SPECIES
Stanhopea pozoi,7234.76,25673,Stanhopea pozoi,SPECIES
Stanhopea pseudoradiosa,7234.77,16256,Stanhopea pseudoradiosa,SPECIES
Stanhopea pulla,7234.8,26396,Stanhopea pulla,SPECIES
Stanhopea radiosa,7234.85,26632,Stanhopea radiosa,SPECIES
Stanhopea randii,7234.9,45000,Stanhopea randii,SPECIES
Stanhopea reichenbachiana,7235,15122,Stanhopea reichenbachiana,SPECIES
Stanhopea ruckeri,7235.3,21471,Stanhopea ruckeri,SPECIES
Stanhopea saccata,7235.4,25121,Stanhopea saccata,SPECIES
Stanhopea schilleriana,7235.5,20544,Stanhopea schilleriana,SPECIES
Stanhopea shuttleworthii,7235.75,27066,Stanhopea shuttleworthii,SPECIES
Stanhopea stevensonii,7235.8,15934,Stanhopea stevensonii,SPECIES
Stanhopea tigrina,7235.9,17881,Stanhopea tigrina,SPECIES
Stanhopea tricornis,7236,18797,Stanhopea tricornis,SPECIES
Stanhopea venusta,7236.2,48790,Stanhopea venusta,SPECIES
Stanhopea wardii,7236.3,23510,Stanhopea wardii,SPECIES
Stanhopea xytriophora,7236.5,23490,Stanhopea xytriophora,SPECIES
Staurites violacea,7237.1,41679,Staurites violacea,SPECIES
Staurochilus guibertii,7238.25,16409,Staurochilus guibertii,SPECIES
Stauroglottis equestris,7239.1,51316,Stauroglottis equestris,SPECIES
Stauroglottis riteiwanensis,7239.15,50906,Stauroglottis riteiwanensis,SPECIES
Stauropathes arctica,3219.933,5084,Stauropathes arctica,SPECIES
Stauropathes punctata,3219.935,5967,Stauropathes punctata,SPECIES
Stauropathes staurocrada,3219.937,4146,Stauropathes staurocrada,SPECIES
Stauropsis lissochiloides,7240.1,47546,Stauropsis lissochiloides,SPECIES
Stauropsis pallens,7240.15,49009,Stauropsis pallens,SPECIES
Stauropsis undulata,7240.4,40325,Stauropsis undulata,SPECIES
Stauropsis violacea,7240.45,41828,Stauropsis violacea,SPECIES
Stelis allenii,7241.3,26236,Stelis allenii,SPECIES
Stelis atrorubens,7241.8,21405,Stelis atrorubens,SPECIES
Stelis butcheri,7242.17,14007,Stelis butcheri,SPECIES
Stelis cleistogama,7242.42,16604,Stelis cleistogama,SPECIES
Stelis collina,7242.5,29038,Stelis collina,SPECIES
Stelis conmixta,7242.6,23176,Stelis conmixta,SPECIES
Stelis crystallina,7242.9,21768,Stelis crystallina,SPECIES
Stelis cubensis,7242.95,17835,Stelis cubensis,SPECIES
Stelis cuspidata,7243.1,16293,Stelis cuspidata,SPECIES
Stelis dressleri,7243.15,26836,Stelis dressleri,SPECIES
Stelis effusa,7243.4,20430,Stelis effusa,SPECIES
Stelis hirtzii,7244.67,25903,Stelis hirtzii,SPECIES
Stelis lankesteri,7245.1,18646,Stelis lankesteri,SPECIES
Stelis loculifera,7245.45,20524,Stelis loculifera,SPECIES
Stelis longipetiolata,7245.5,16538,Stelis longipetiolata,SPECIES
Stelis maxima,7245.9,18660,Stelis maxima,SPECIES
Stelis micrantha,7246.1,13791,Stelis micrantha,SPECIES
Stelis microchila,7246.2,25218,Stelis microchila,SPECIES
Stelis nubis,7246.5,20546,Stelis nubis,SPECIES
Stelis panamensis,7246.9,25525,Stelis panamensis,SPECIES
Stelis parvula,7247.3,23833,Stelis parvula,SPECIES
Stelis perpusilliflora,7247.55,20720,Stelis perpusilliflora,SPECIES
Stelis planipetala,7247.7,26910,Stelis planipetala,SPECIES
Stelis purpurascens,7248.1,17648,Stelis purpurascens,SPECIES
Stelis pygmaea,7248.17,27094,Stelis pygmaea,SPECIES
Stelis rowleei,7248.5,16317,Stelis rowleei,SPECIES
Stelis sarcophylla,7248.92,27583,Stelis sarcophylla,SPECIES
Stelis scabrida,7248.93,27682,Stelis scabrida,SPECIES
Stelis semperflorens,7249.02,19173,Stelis semperflorens,SPECIES
Stelis striolata,7249.15,16135,Stelis striolata,SPECIES
Stelis tenuissima,7249.22,25565,Stelis tenuissima,SPECIES
Stelis triangulabia,7249.4,28435,Stelis triangulabia,SPECIES
Stelis tricuspis,7249.5,15530,Stelis tricuspis,SPECIES
Stelis williamsii,7249.9,17493,Stelis williamsii,SPECIES
Stellapora echinata,3733.1,7437,Stellapora echinata,SPECIES
Stellaria pulvinata,4933.1,22283,Stellaria pulvinata,SPECIES
Stellilabium bennettii,7251.07,25958,Stellilabium bennettii,SPECIES
Stellilabium distantiflorum,7251.3,24021,Stellilabium distantiflorum,SPECIES
Stellilabium microglossum,7251.37,15308,Stellilabium microglossum,SPECIES
Stellilabium minutiflorum,7251.4,14873,Stellilabium minutiflorum,SPECIES
Stellilabium standleyi,7251.5,22792,Stellilabium standleyi,SPECIES
Stellula calliope,1754.1,7287,Stellula calliope,SPECIES
Stenella attenuata,525.1,8989,Stenella attenuata,SPECIES
Stenella clymene,525.2,11236,Stenella clymene,SPECIES
Stenella coeruleoalba,525.3,10064,Stenella coeruleoalba,SPECIES
Stenella frontalis,525.35,8215,Stenella frontalis,SPECIES
Stenella longirostris,525.4,10191,Stenella longirostris,SPECIES
Stenella plagiodon,525.5,32104,Stenella plagiodon,SPECIES
Stenia palorae,7252.55,22332,Stenia palorae,SPECIES
Steno bredanensis,526.1,6629,Steno bredanensis,SPECIES
Stenocactus albatus,4839.1,41583,Stenocactus albatus,SPECIES
Stenocactus arrigens,4839.2,52964,Stenocactus arrigens,SPECIES
Stenocactus bustamantei,4839.4,42480,Stenocactus bustamantei,SPECIES
Stenocactus coptonogonus,4839.6,14105,Stenocactus coptonogonus,SPECIES
Stenocactus crispatus,4839.7,24837,Stenocactus crispatus,SPECIES
Stenocactus hastatus,4840,23479,Stenocactus hastatus,SPECIES
Stenocactus heteracanthus,4840.1,49073,Stenocactus heteracanthus,SPECIES
Stenocactus lamellosus,4840.3,48171,Stenocactus lamellosus,SPECIES
Stenocactus lloydii,4840.6,49962,Stenocactus lloydii,SPECIES
Stenocactus multicostatus,4840.7,17181,Stenocactus multicostatus,SPECIES
Stenocactus obvallatus,4840.8,28862,Stenocactus obvallatus,SPECIES
Stenocactus ochoterenanus,4840.9,19417,Stenocactus ochoterenanus,SPECIES
Stenocactus phyllacanthus,4841,27861,Stenocactus phyllacanthus,SPECIES
Stenocactus rectispinus,4841.05,18805,Stenocactus rectispinus,SPECIES
Stenocactus sulphureus,4841.1,16132,Stenocactus sulphureus,SPECIES
Stenocactus vaupelianus,4841.2,21829,Stenocactus vaupelianus,SPECIES
Stenocactus zacatecasensis,4841.7,45085,Stenocactus zacatecasensis,SPECIES
Stenocereus alamosensis,4842.1,25847,Stenocereus alamosensis,SPECIES
Stenocereus aragonii,4842.2,16353,Stenocereus aragonii,SPECIES
Stenocereus beneckei,4842.3,14250,Stenocereus beneckei,SPECIES
Stenocereus chacalapensis,4842.4,29057,Stenocereus chacalapensis,SPECIES
Stenocereus chrysocarpus,4842.5,18645,Stenocereus chrysocarpus,SPECIES
Stenocereus deficiens,4842.6,45947,Stenocereus deficiens,SPECIES
Stenocereus dumortieri,4842.7,28663,Stenocereus dumortieri,SPECIES
Stenocereus eichlamii,4842.9,24425,Stenocereus eichlamii,SPECIES
Stenocereus eruca,4843,29021,Stenocereus eruca,SPECIES
Stenocereus fimbriatus,4843.2,27228,Stenocereus fimbriatus,SPECIES
Stenocereus fricii,4843.3,20071,Stenocereus fricii,SPECIES
Stenocereus griseus,4843.4,23471,Stenocereus griseus,SPECIES
Stenocereus gummosus,4843.6,24276,Stenocereus gummosus,SPECIES
Stenocereus hystrix,4843.7,52544,Stenocereus hystrix,SPECIES
Stenocereus kerberi,4843.8,18730,Stenocereus kerberi,SPECIES
Stenocereus laevigatus,4843.9,19020,Stenocereus laevigatus,SPECIES
Stenocereus longispinus,4844.1,49016,Stenocereus longispinus,SPECIES
Stenocereus marginatus,4844.2,50465,Stenocereus marginatus,SPECIES
Stenocereus martinezii,4844.3,24410,Stenocereus martinezii,SPECIES
Stenocereus montanus,4844.4,19998,Stenocereus montanus,SPECIES
Stenocereus pruinosus,4844.5,28307,Stenocereus pruinosus,SPECIES
Stenocereus queretaroensis,4844.6,26472,Stenocereus queretaroensis,SPECIES
Stenocereus quevedonis,4844.7,16939,Stenocereus quevedonis,SPECIES
Stenocereus standleyi,4844.8,24048,Stenocereus standleyi,SPECIES
Stenocereus stellatus,4844.9,28829,Stenocereus stellatus,SPECIES
Stenocereus thurberi,4845,23915,Stenocereus thurberi,SPECIES
Stenocereus treleasei,4845.1,27281,Stenocereus treleasei,SPECIES
Stenocereus yunckeri,4845.2,28035,Stenocereus yunckeri,SPECIES
Stenocoryne charlesworthii,7253.2,49329,Stenocoryne charlesworthii,SPECIES
